번호,지역명,정책명,정책유형,정책소개,사업운영기간,사업신청기간,주관기관
651,경기,경기청년 해외 취창업 확충사업,일자리,"경기도내 무역과 해외 취․창업에 관심이 큰 청년을 대상으로 실무경험, 기업인 멘토링 등 해외기업 현장체험을 통한 글로벌 인재로 성장할 기회를
제공",,"2024-05-13~2024-06-03
2024. 5. 13.(월) ~ 2024. 6. 3.(월) 18:00",경기도경제과학진흥원
652,경기,새내기 청년일자리사업 참여자 모집(광명시),일자리,광명시에서는 미취업 청년에게 공공부문에서 일자리를 제공하여 취업 및 직무능력 향상을 지원하고자 「새내기청년일자리사업」 참여자를 모집,❏ 근로기간 : 2024. 7. 8.(월) ～ 11. 29.(금) (5개월),"2024-05-16~2024-05-21
❏ 접수기간 : 2024. 5. 16. 09:00(목) ～ 5. 21. 23:59(화)
※ 중복 접수 불가 : 「함께일자리」,「지역공동체일자리」,「광명행복 일자리」 중복 접수 불가",경기도 광명시
653,경기,'경기도형 대학생 취업브리지' 계절제 현장실습,일자리,전문기술과 실무경험을 배울 수 있는 현장실습 '2024년도 경기도형 대학생 취업브리지',,"2024-05-13~2024-05-27
□ 현장실습기간 : 2024. 7. ~ 8. (2개월)",□ 경기도일자리재단 북부사업본부 북부교육팀(031-270-9901)
654,경기,"'나눔과꿈' 인턴십 2차 모집(서울, 경기,인천)",교육,위기청소년을 위한 자립지원교육 및 사회적경제기업 인턴십,,"2024-05-13~2024-05-24
○ 신청기간 : ~ 2024년 5월 24일 (금) 15:00까지
※ 신청자가 많을 경우 조기마감 될 수 있음",-
655,경기,예술인 심리상담 프로그램(경기도),복지.문화,예술인의 심리적 고충을 해소하여 지속적 창작활동을 돕는 심리상담 프로그램 운영,,"2024-05-07~2024-05-24
□ 신청기간 : 2024년 5월 7일(화) ~ 2024년 5월 24일(금) (선착순 마감)",□ 경기도
656,경기,온라인 현직자 직무 박람회(이천시),교육,"마케팅, it개발, 서비스기획,UI/UX현직자의 교육",,"2024-05-02~2024-05-16
-",경기도 이천시
657,경기,"'나눔과꿈' 인턴십 2차 모집(서울, 경기,인천)",교육,위기청소년을 위한 자립지원교육 및 사회적경제기업 인턴십,,"2024-05-13~2024-05-24
○ 신청기간 : ~ 2024년 5월 24일 (금) 15:00까지
※ 신청자가 많을 경우 조기마감 될 수 있음",-
658,경기,예술인 심리상담 프로그램(경기도),복지.문화,예술인의 심리적 고충을 해소하여 지속적 창작활동을 돕는 심리상담 프로그램 운영,,"2024-05-07~2024-05-24
□ 신청기간 : 2024년 5월 7일(화) ~ 2024년 5월 24일(금) (선착순 마감)",□ 경기도
659,경기,경기청년 역량강화 기회 지원 사업(이천시),교육,"관내 미취업청년을 대상으로 시험응시료, 수강료를 지원하는 2024년「경기청년 역량강화 기회 지원 사업」을 추진",,"2024-05-10~2024-11-30
○ 신청기간 : 2024. 5. 10.(금) ~ 2024. 11. 30.(토)
- (응시료) 2024.5.10.(금) ~ 2024.11.30.(토)
- (수강료) 2024.7.1.(월) ~ 2024.11.30.(토)",경기도 이천시
660,경기,새내기 청년일자리사업 참여자 모집(광명시),일자리,광명시에서는 미취업 청년에게 공공부문에서 일자리를 제공하여 취업 및 직무능력 향상을 지원하고자 「새내기청년일자리사업」 참여자를 모집,❏ 근로기간 : 2024. 7. 8.(월) ～ 11. 29.(금) (5개월),"2024-05-16~2024-05-21
❏ 접수기간 : 2024. 5. 16. 09:00(목) ～ 5. 21. 23:59(화)
※ 중복 접수 불가 : 「함께일자리」,「지역공동체일자리」,「광명행복 일자리」 중복 접수 불가",경기도 광명시
661,경기,경기청년 해외 취창업 확충사업,일자리,"경기도내 무역과 해외 취․창업에 관심이 큰 청년을 대상으로 실무경험, 기업인 멘토링 등 해외기업 현장체험을 통한 글로벌 인재로 성장할 기회를
제공",,"2024-05-13~2024-06-03
2024. 5. 13.(월) ~ 2024. 6. 3.(월) 18:00",경기도경제과학진흥원
662,경기,5월 온라인 취업컨설팅(고양시),일자리,고양시 청년을 위한 비대면 온라인 취업컨설팅,,"2024-05-01~2024-05-31
-",□ 고양시 청취다방(031-8075-2870)
663,경기,경기여성 창업경진대회,일자리,경기도 예비여성창업자 및 초기 여성기업인 대상 창의적이고 우수한 창업 아이템 발굴을 위한 경진대회,,"2024-05-02~2024-05-31
-",□ 경기도일자리재단 기업지원팀(☎ 031-270-9787)
664,경기,캠핑용품 대여사업(광주시),복지.문화,광주시 청년을 위한 캠핑용품 대여,,"2024-02-01~2024-12-31
-",□ 광주시 청년지원센터(031-8027-0371)
665,경기,레져용품 대여사업(광주시),복지.문화,"경기도 광주시 청년의 여가 및 취미, 역량향상을 위한 레져용품 대여",,"2024-02-01~2024-12-31
-",□ 광주시 청년지원센터(031-8027-0371)
666,경기,5월 청년챙김(광주시),복지.문화,"구직단념청년과 자립준비청년을 위한 3단계(비움, 채움, 세움) 프로그램",,"2024-05-01~2024-05-31
-",□ 광주시 청년지원센터(070-5015-0624)
667,경기,5월 찾아가는 자기소개팅-대면(고양시),일자리,취업 전문 컨설턴트와 함께하는 1:1 오프라인 컨설팅,,□ 선착순 상시 접수,□ 고양시 청취다방(031-8075-2870)
668,경기,5월 청스타-대면 심리상담(고양시),복지.문화,고양시 청년의 마음건강을 위한 1:1 대면 심리상담 '청스타'(청년스트레스타파),,□ 선착순 상시 접수(매월 마지막주 예약창 오픈),□ 고양시 청취다방(031-8075-2869)
669,경기,5월 마음소풍-대면 심리상담(고양시),복지.문화,전문상담사와 함께 하는 1:1 대면 심리상담(심화),,□ 선착순 상시 접수(매월 마지막주 예약창 오픈),□ 고양시 청취다방(031-8075-2869)
670,인천,청년 웰컴페이(이사비) 지원사업,주거,이사빈도가 높은 청년들의 주거비 부담 완화 및 주거 불안정 해소를 위해 이사 소요비용(이사비·부동산 중개보수 비용·입주청소비) 지원,2024-06-01 ~ 2024-12-31,"2024-06-01~2024-11-30
2024.06.01 00:00 ~ 2024.11.30 23:59",인천광역시 동구(일자리경제과)
671,경기,청년 고민타파 전담솔루션(심리상담)_(용인시),복지.문화,대인관계 및 정서적 어려움을 겪고있거나 자기이해를 통하여 성장하고자 하는 용인시 청년을 위하여 맞춤형 상담서비스를 무료로 지원,,"2024-05-13~2024-12-31
· 기간 : 2024년 5월 ~ 12월(예산 소진 시 조기종료)","경기도 용인시,용인청년LAB"
672,경기,하계 대학생 바이오 인턴십 사업(성남시),일자리,"성남시 관내 거주하는 바이오, 생명과학 및 의·약학 분야 대학생들의 역량을 강화하고 커리어 설계를 지원",,"2024-05-20~2024-05-29
● 2024년 5월 20일(월) ~ 5월 29일(수) 오후 4시까지","경기도 성남시,한국파스퇴르연구소"
673,경기,특기장학생 선발(평택시),교육,평택시 장학재단에서 2024년도 재능이 우수한 특기장학생을 선발하여 장학금을 지급,,"2024-05-13~2024-05-24
2024. 5. 13.(월) ~ 5. 24.(금) 18:00까지",평택시 장학재단
674,경기,연천군 말산업 청년인턴 채용모집 공고,일자리,말산업 활성화를 지원하기 위한 말산업 청년인턴 모집공고,,"2024-05-10~2024-05-27
-",□ 연천군청 축산과(농업기술센터내) 축수산팀(☎ 031-839-2321)
675,경기,자립준비청년 셰어하우스 CON 입주자 추가 모집(수원시),주거,자립준비청년의 주거안정 도모,,○ 신청기간 : 2024. 5. 20.(월) ~ 모집 시까지,○ 경기도 수원시청 도시재생과 주거복지팀(☎031-228-3028)
676,경기,경기도 일자리박람회,일자리,2024년 경기도 일자리 박람회,,"2024-05-14~2024-05-24
□ 신청방법
온라인 사전접수 기간 : 2024.5.14 (화) ~ 2024. 5.24 (금)
※ 24일 이후 사전 신청은 불가능하며 당일 현장 접수 및 참여가 가능합니다.","□ 주최 : 경기도, IBK기업은행, 경기도일자리재단, HDC현대산업개발 □ 주관 : 한국산업기술진흥협회, 한국산업인력공단"
677,경기,안양시 하계 대학생 행정체험연수 모집,일자리,대학생들에게 다양한 사회 경험 제공 및 경제적인 도움을 주기 위한 행정체험연수생 모집,,"2024-05-20~2024-05-27
-",경기도 안양시
678,경기,시흥시 관내대학생 지원금 신청(1차),교육,2024년 1차 시흥시 관내대학생 지원금 신청 공고,,"2024-05-20~2024-05-24
-",○ 시흥시청 미래전략담당관 대학협력팀(031-310-3098)
679,경기,청년정책해커톤 대회 청년청중심사단 모집(파주시),참여.권리,2024 파주 청년정책해커톤 대회 심사단 모집,,"2024-05-13~2024-05-23
-","경기도 파주시, 파주시 청년공간GP1934"
680,경기,마인드클래스 6기 모집(경기),교육,심리학 기반 교육모델과 심리검사 기법을 통한 자기이해 교육,,"2024-05-13~2024-05-23
-",□ 경기도사회서비스원(031-882-8579)
681,경기,하반기 청년 행복알바 참여자 모집(구리시),일자리,구리시 미취업 청년에게 현장경험을 통한 취업역량 강화 및 생계안정 기여,,"2024-05-22~2024-05-31
-",□ 구리시 일자리경제과(031-550-8323)
682,경기,포천시 여성1인가구 여성안심 패키지 지원사업,주거,2024년 포천시 여성안심 패키지 지원사업,,"2024-05-13~2024-06-12
-",□ 포천시 여성가족과(☏031-538-3293)
683,경기,구리시 여성 1인가구 안심물품 지원사업,주거,2024년도 구리시 여성 1인가구 안심물품 지원사업,,"2024-05-13~2024-05-31
-",〇 구리시 여성정책팀(☎.031-550-8303)
684,경기,성남시 여성1인가구 안심홈세트 지원사업,주거,"주거침입, 폭력 등 여성 대상 범죄예방 및 안전한 주거환경 조성",,□ 신청기간 : 2024. 4. 19. ~ 235세대 접수 완료 시까지,□ 문의전화 : 성남시 여성가족과(☎031-729-8547)
685,경기,여주시 여성 안심패키지 지원사업,주거,2024년 여주시 여성안심 패키지 지원사업,,"2024-05-13~2024-05-31
-",□ 여주시 여성가족과(☏031-887-2594)
686,경기,"원어민과 함께하는 워홀 챌린지 과정 3,4기(경기도)",교육,2024년 원어민과 함께 하는 워홀 챌린지 과정,,"2024-07-22~2024-07-31
- 모집기간 : 7.22. 14:00부터 ~ 7.31. 11시까지",□ 경기도평생교육진흥원(031-956-2105)
687,경기,청년 뉴딜일자리 참여 청년 모집(시흥시),일자리,시흥시 지역주도형 청년일자리 사업 청년 뉴딜일자리 참여 청년 모집,,- 모집기간 : 2024.05.20.~채용 완료 시까지,□ 시흥시 청년청소년과 (031-310-3693)
688,경기,마인드클래스 6기 모집(경기),교육,심리학 기반 교육모델과 심리검사 기법을 통한 자기이해 교육,,"2024-05-13~2024-05-23
-",□ 경기도사회서비스원(031-882-8579)
689,경기,경기도 청년기본소득 4분기,복지.문화,경기도 청년의 사회적 기본권 보장을 위하여 경기도와 시군이 협력하여 지급하는 정기적인 소득 지원금,,"2024-10-31~2024-11-29
-","□ 경기도 □ 문의 : 시군 청년기본소득 담당부서, 경기도 콜센터(1877-2341, 031-120)"
690,경기,경기도 청년기본소득 3분기,복지.문화,경기도 청년의 사회적 기본권 보장을 위하여 경기도와 시군이 협력하여 지급하는 정기적인 소득 지원금,,"2024-08-28~2024-09-30
-","□ 경기도 □ 문의 : 시군 청년기본소득 담당부서, 경기도 콜센터(1877-2341, 031-120)"
691,경기,경기도 청년기본소득 3분기,복지.문화,경기도 청년의 사회적 기본권 보장을 위하여 경기도와 시군이 협력하여 지급하는 정기적인 소득 지원금,,"2024-08-28~2024-09-30
-","□ 경기도 □ 문의 : 시군 청년기본소득 담당부서, 경기도 콜센터(1877-2341, 031-120)"
692,경기,'드림업' 프로그램 멘토링 _멘토 모집(파주시),교육,"초등학생 대상 학습지원, 정서지원 등 멘토링을 제공하는 프로그램의 멘토 모집",,"2024-05-14~2024-05-24
-","파주시운정종합사회복지관,경기도파주교육지원청"
693,경기,1939 청년 주거 클래스(구리시),교육,"청년을 위한 청년주거 정책, 주거정보, 공공임대와 주거 금융, 임대차계약 교육",,"2024-04-28~2024-05-24
-",□ 구리시 청년내일센터 (☎ 031-557-9980)
694,인천,2024년 인천 스타트업파크 「청년 스타트업 네트워킹」 사업,일자리,스타트업-청년 공동프로그램 수행을 통한 인재 확보 기회를 제공하고 청년들의 스타트업에 대한 관심도 증대,2024. 2. ~ 2025. 1. * (프로그램 운영기간) 2024. 6. ~ 2025. 1.,"2024-05-07~2024-06-05
2024. 5. 7.(화) ~ 6. 5.(수) 16시",인천광역시 경제자유구역청 스마트시티과
695,경기,파주시 청년 행정체험 하반기 참여자 모집,일자리,파주시 청년들에게 공공행정업무 체험에 대한 기회제공,,"2024-05-21~2024-06-05
2024. 5. 21.(화) ~ 6. 5.(수)18:00시까지",경기도 파주시
696,경기,청년 예술인 창작공간 제1기 입주작가 모집(파주시),일자리,청년 예술인 창작공간 서화원에서 시각예술로 소통을 일구어 나갈 다양한 분야의 시각예술 청년작가를 모집,,"2024-05-09~2024-05-23
모집기간 : 2024. 5. 9.(목) ~ 5. 23.(목) 18:00까지",경기도 파주시
697,인천,2024년 인천 스타트업파크 「청년 스타트업 네트워킹」 사업,일자리,스타트업-청년 공동프로그램 수행을 통한 인재 확보 기회를 제공하고 청년들의 스타트업에 대한 관심도 증대,2024. 2. ~ 2025. 1. * (프로그램 운영기간) 2024. 6. ~ 2025. 1.,"2024-05-07~2024-06-05
2024. 5. 7.(화) ~ 6. 5.(수) 16시",인천광역시 경제자유구역청 스마트시티과
698,경기,해외전시회 개별참가 지원사업 모집(양주시),일자리,중소기업의 수출판로 개척을 위한 해외전시회 참가비 및 전시마케팅 교육 지원,,"2024-05-07~2024-05-24
-",□ 양주시 자족산업기획팀 (☎031-8082-6013)
699,경기,"""온라인 창업 희망자 모집""(광주시)",일자리,광주시 경력보유여성 디딤돌 취업지원사업,,"2024-05-16~2024-05-23
-",○ 경기도 광주시
700,경기,1939 청년 주거 클래스(구리시),교육,"청년을 위한 청년주거 정책, 주거정보, 공공임대와 주거 금융, 임대차계약 교육",,"2024-04-28~2024-05-24
-",□ 구리시 청년내일센터 (☎ 031-557-9980)
701,경기,하계 대학생 아르바이트 모집(군포시),일자리,군포시에서는 방학기간을 이용하여 대학생들에게 사회경험의 기회를 제공하고 대학생들의 시정에 대한 참여도와 이해도를 제고하기 위해 참여자를 모집,,"2024-06-03~2024-06-09
○모집기간 : 2024. 6. 3.(월) 09:00 ~ 6. 9.(일) 18:00",경기도 군포시
